UF,AtividadeEconomica,Idade,Trabalhadores,Populacao
AP,"TRANSPORTE, ARMAZENAGEM E CORREIO",49,152.42807108,2340.63904896
AP,"TRANSPORTE, ARMAZENAGEM E CORREIO",53,128.43257817,2898.3205328
AP,"TRANSPORTE, ARMAZENAGEM E CORREIO",56,188.81459457,1531.93671516
AP,"TRANSPORTE, ARMAZENAGEM E CORREIO",63,138.65519377,2861.74861488
AP,"TRANSPORTE, ARMAZENAGEM E CORREIO",68,188.81459457,3813.99667032
AP,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",23,138.65519377,7894.07619276
AP,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",27,153.75884727,5628.5988604
AP,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",34,354.49673921,6569.01914626
AP,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",35,152.42807108,5386.79246626
AP,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",50,153.75884727,3070.41636178
AP,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",52,153.75884727,2082.1918707199998
AP,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",71,152.42807108,2523.3836939
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",16,460.35652669,168035.00973794
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",18,879.54596774,114970.140333
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",20,460.35652669,106018.57541952
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",22,366.06975526,109684.05413718
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",23,221.85128834,123549.67812806
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",25,1538.51519581,108801.3870457
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",27,1018.7332039,85466.27310876
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",28,909.63797355,89397.90741348
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",29,822.83676321,113627.04279734
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",30,799.78287216,88070.08010664
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",31,1220.46996403,117765.47105316
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",32,1527.3724261300001,82429.02525400001
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",33,1581.1252998,110705.76876012
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35,1177.67248793,131184.16703256
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",36,635.05541459,108357.82247788
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",37,1434.2045825599998,112743.7146607
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",38,2665.0809923300003,113791.50482776
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",39,1233.3190216100002,119232.83191760001
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",40,5169.93964484,115013.05410732
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",41,930.11337357,146359.65610016
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",42,4217.65485438,115727.4433732
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",43,2393.9176203099996,109140.32120204
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",44,4439.64487788,110024.34324128
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",46,4067.1093818,114095.3604534
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",47,979.5327552900001,80608.36998042
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",48,2166.45074358,76173.46792302
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",49,1505.67314101,91708.6897345
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",50,948.67067841,88290.92940468
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",51,5073.88914616,93352.98959896
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",52,4098.76712694,68368.26980148
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",53,1256.90801865,94485.24917334
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",54,1033.1756039900001,76250.30898718
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",55,460.35652669,107001.2120845
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",56,305.63481552,68001.82842444
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",57,607.1334993,80083.52693556
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",58,2265.22841414,59684.34268836
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",60,1289.35672705,79449.5908057
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",61,2559.78587466,76677.796496
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",62,1960.30619552,70879.61510736
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",65,2101.18553491,70707.4017305
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",68,754.91398721,53265.21594074
BA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",69,1384.31821652,53440.52629234
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",5,1293.17813588,103137.46252124
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",7,269.8999721,109306.07110534
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",10,1293.17813588,131273.62293356
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",11,219.88761745,106751.51592262
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",13,878.85208059,128509.16939064
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",14,1276.67586594,132935.10496932
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",15,1429.95336982,140176.47903542
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",16,3835.8268155800006,168035.00973794
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",17,1668.08069751,124155.8884204
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",18,3859.69909201,114970.140333
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",19,4080.75467482,138936.73063278
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",20,2808.07210426,106018.57541952
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",21,2098.88205187,98222.29272898
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",22,2848.10064007,109684.05413718
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",23,5497.4436851499995,123549.67812806
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",24,2793.1662624299997,92795.20722986
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",25,2455.99662182,108801.3870457
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",26,4374.36413284,99259.48471196
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",27,1338.398286,85466.27310876
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",28,2040.89739548,89397.90741348
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",29,2404.56023772,113627.04279734
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",30,4630.78074606,88070.08010664
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",31,4489.33639113,117765.47105316
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",32,3793.80153857,82429.02525400001
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",33,5655.15343853,110705.76876012
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",34,5150.8673883,117218.74976648
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",35,3712.91899414,131184.16703256
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",36,4599.53096628,108357.82247788
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",37,2534.29385329,112743.7146607
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",38,5494.61956966,113791.50482776
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",39,5063.6218886999995,119232.83191760001
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",40,2402.4591526599997,115013.05410732
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",41,2093.45763617,146359.65610016
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",42,5591.356198099999,115727.4433732
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",43,3060.7616784800002,109140.32120204
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",44,6672.06437212,110024.34324128
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",45,4443.28680819,89315.32651634
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",46,6657.58697169,114095.3604534
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",47,9316.95939457,80608.36998042
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",48,3668.1765848200002,76173.46792302
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",49,7998.56128112,91708.6897345
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",50,2987.70546401,88290.92940468
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",51,4561.70787723,93352.98959896
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",52,3566.38273354,68368.26980148
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",53,5693.427942509999,94485.24917334
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",54,3272.49493932,76250.30898718
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",55,4515.06896442,107001.2120845
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",56,2840.19518065,68001.82842444
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",57,5215.87305373,80083.52693556
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",58,3751.55614585,59684.34268836
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",59,1083.98146495,86917.20579874
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",60,660.17074731,79449.5908057
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",61,2238.73585872,76677.796496
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",62,330.09221239,70879.61510736
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",63,905.17317882,57429.00362482
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",64,1377.10799604,57920.29269386
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",65,1115.13196801,70707.4017305
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",66,1406.5115274099999,58136.6508979
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",67,1796.13112659,63812.58176632
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",68,857.26463352,53265.21594074
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",69,1332.05272941,53440.52629234
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",71,537.68984101,45830.19912022
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",72,475.56559101,47048.51071174
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",73,158.48943834,32286.14790448
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74,849.62220841,53465.95698438
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",78,789.0473432900001,17915.89730594
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",82,557.27183055,16002.00861868
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",87,158.48943834,15870.01116572
BA,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",90,397.77514193,2488.02774654
BA,ALOJAMENTO E ALIMENTAÇÃO,13,1552.33837476,128509.16939064
BA,ALOJAMENTO E ALIMENTAÇÃO,15,1740.6732930100002,140176.47903542
BA,ALOJAMENTO E ALIMENTAÇÃO,17,1708.65629706,124155.8884204
BA,ALOJAMENTO E ALIMENTAÇÃO,18,3308.12290573,114970.140333
BA,ALOJAMENTO E ALIMENTAÇÃO,19,3751.34840364,138936.73063278
BA,ALOJAMENTO E ALIMENTAÇÃO,20,2983.64670638,106018.57541952
BA,ALOJAMENTO E ALIMENTAÇÃO,21,391.27220136,98222.29272898
BA,ALOJAMENTO E ALIMENTAÇÃO,22,3494.76322736,109684.05413718
BA,ALOJAMENTO E ALIMENTAÇÃO,23,418.65705421,123549.67812806
BA,ALOJAMENTO E ALIMENTAÇÃO,24,2692.57941096,92795.20722986
BA,ALOJAMENTO E ALIMENTAÇÃO,25,4087.05669716,108801.3870457
BA,ALOJAMENTO E ALIMENTAÇÃO,26,837.31410842,99259.48471196
BA,ALOJAMENTO E ALIMENTAÇÃO,27,2307.46531555,85466.27310876
BA,ALOJAMENTO E ALIMENTAÇÃO,28,6290.79283542,89397.90741348
BA,ALOJAMENTO E ALIMENTAÇÃO,29,1147.93227006,113627.04279734
BA,ALOJAMENTO E ALIMENTAÇÃO,30,2162.04619149,88070.08010664
BA,ALOJAMENTO E ALIMENTAÇÃO,31,3091.8599311400003,117765.47105316
BA,ALOJAMENTO E ALIMENTAÇÃO,32,611.58479559,82429.02525400001
BA,ALOJAMENTO E ALIMENTAÇÃO,33,2496.45420621,110705.76876012
BA,ALOJAMENTO E ALIMENTAÇÃO,34,1577.8773643200002,117218.74976648
BA,ALOJAMENTO E ALIMENTAÇÃO,35,2787.28819932,131184.16703256
BA,ALOJAMENTO E ALIMENTAÇÃO,36,531.23140613,108357.82247788
BA,ALOJAMENTO E ALIMENTAÇÃO,37,3208.9933355900002,112743.7146607
BA,ALOJAMENTO E ALIMENTAÇÃO,38,1910.9095491799999,113791.50482776
BA,ALOJAMENTO E ALIMENTAÇÃO,39,713.88285347,119232.83191760001
BA,ALOJAMENTO E ALIMENTAÇÃO,40,2689.60742406,115013.05410732
BA,ALOJAMENTO E ALIMENTAÇÃO,41,5790.92867475,146359.65610016
BA,ALOJAMENTO E ALIMENTAÇÃO,42,2134.9182310799997,115727.4433732
BA,ALOJAMENTO E ALIMENTAÇÃO,43,1251.7176111,109140.32120204
BA,ALOJAMENTO E ALIMENTAÇÃO,44,413.91940334,110024.34324128
BA,ALOJAMENTO E ALIMENTAÇÃO,45,1584.2065262,89315.32651634
BA,ALOJAMENTO E ALIMENTAÇÃO,46,1293.8592705400001,114095.3604534
BA,ALOJAMENTO E ALIMENTAÇÃO,48,1089.73574074,76173.46792302
BA,ALOJAMENTO E ALIMENTAÇÃO,49,1194.79084812,91708.6897345
BA,ALOJAMENTO E ALIMENTAÇÃO,50,1639.0036331,88290.92940468
BA,ALOJAMENTO E ALIMENTAÇÃO,51,2926.0419596,93352.98959896
BA,ALOJAMENTO E ALIMENTAÇÃO,52,219.88761745,68368.26980148
BA,ALOJAMENTO E ALIMENTAÇÃO,53,2057.57024361,94485.24917334
BA,ALOJAMENTO E ALIMENTAÇÃO,54,1775.72741657,76250.30898718
BA,ALOJAMENTO E ALIMENTAÇÃO,55,3360.8086575400002,107001.2120845
BA,ALOJAMENTO E ALIMENTAÇÃO,57,963.3305682800001,80083.52693556
BA,ALOJAMENTO E ALIMENTAÇÃO,58,2848.52991318,59684.34268836
BA,ALOJAMENTO E ALIMENTAÇÃO,59,2425.41546958,86917.20579874
BA,ALOJAMENTO E ALIMENTAÇÃO,60,1129.525591,79449.5908057
BA,ALOJAMENTO E ALIMENTAÇÃO,61,374.65741984,76677.796496
BA,ALOJAMENTO E ALIMENTAÇÃO,63,3656.38308075,57429.00362482
BA,ALOJAMENTO E ALIMENTAÇÃO,64,1640.35955157,57920.29269386
BA,ALOJAMENTO E ALIMENTAÇÃO,65,197.66539225,70707.4017305
BA,ALOJAMENTO E ALIMENTAÇÃO,70,1137.62674778,46033.05525736
BA,ALOJAMENTO E ALIMENTAÇÃO,71,3689.946773,45830.19912022
BA,ALOJAMENTO E ALIMENTAÇÃO,74,628.91036275,53465.95698438
BA,ALOJAMENTO E ALIMENTAÇÃO,76,609.93871875,39420.65544884
BA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",18,1147.93227006,114970.140333
BA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",22,1212.28799709,109684.05413718
BA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",23,585.2934443,123549.67812806
BA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",24,1088.4086185,92795.20722986
BA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",25,169.65201336,108801.3870457
BA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",26,1481.9849099100002,99259.48471196
BA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",27,657.35344293,85466.27310876
BA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",37,742.87433536,112743.7146607
BA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",50,754.91398721,88290.92940468
BA,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",63,657.35344293,57429.00362482
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,20,1339.90249443,106018.57541952
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,21,3177.5188289099997,98222.29272898
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,23,445.82941908,123549.67812806
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,24,2061.64782517,92795.20722986
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,25,3848.68661073,108801.3870457
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,26,483.33437368,99259.48471196
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,27,609.93871875,85466.27310876
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,28,1749.71325374,89397.90741348
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,30,1646.75856344,88070.08010664
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,31,1481.9849099100002,117765.47105316
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,33,397.06786699,110705.76876012
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,34,3790.40340355,117218.74976648
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,35,829.32694094,131184.16703256
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,38,2743.79213251,113791.50482776
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,39,2828.8893202199997,119232.83191760001
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,40,990.37883919,115013.05410732
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,41,1765.40170128,146359.65610016
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,42,2053.3976169000002,115727.4433732
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,43,4314.66355612,109140.32120204
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,44,1289.35672705,110024.34324128
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,45,1090.51324232,89315.32651634
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,47,418.65705421,80608.36998042
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,48,459.30622447999997,76173.46792302
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,49,1742.1920886300002,91708.6897345
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,50,1163.42418976,88290.92940468
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,52,2197.78370262,68368.26980148
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,54,273.52794646,76250.30898718
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,55,2254.47542517,107001.2120845
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,56,1443.46740989,68001.82842444
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,57,3932.2274543000003,80083.52693556
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,58,1248.60652724,59684.34268836
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,59,831.25620882,86917.20579874
BA,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,64,224.32548615,57920.29269386
BA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",26,1147.93227006,99259.48471196
BA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",30,529.51422634,88070.08010664
BA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",37,677.1818769,112743.7146607
BA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",38,529.51422634,113791.50482776
BA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",40,538.42505139,115013.05410732
BA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",41,879.54596774,146359.65610016
BA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",44,1804.87188745,110024.34324128
BA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",54,972.33381316,76250.30898718
BA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",65,680.62301716,70707.4017305
BA,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",68,1535.31525203,53265.21594074
BA,ATIVIDADES IMOBILIÁRIAS,44,976.21770581,110024.34324128
BA,ATIVIDADES IMOBILIÁRIAS,47,829.94947303,80608.36998042
BA,ATIVIDADES IMOBILIÁRIAS,56,879.54596774,68001.82842444
BA,ATIVIDADES IMOBILIÁRIAS,57,754.91398721,80083.52693556
BA,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",25,1010.56443457,108801.3870457
BA,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",26,875.20221633,99259.48471196
BA,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",27,460.35652669,85466.27310876
BA,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",28,872.04619116,89397.90741348
BA,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",29,4780.04270816,113627.04279734
BA,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",32,252.20925439,82429.02525400001
